drug1,drug2,label,scenario
36,693,48,S0
955,661,48,S0
754,1192,26,S0
249,864,8,S0
1,275,48,S0
1094,470,59,S0
483,1340,72,S0
209,885,46,S0
202,900,48,S0
711,1149,72,S0
31,336,72,S0
97,40,46,S0
533,1422,8,S0
804,334,48,S0
577,513,39,S0
717,272,48,S0
194,128,48,S0
243,181,48,S0
340,272,74,S0
705,133,72,S0
206,319,48,S0
525,671,48,S0
967,887,46,S0
562,113,72,S0
882,747,82,S0
562,23,31,S0
232,40,74,S0
402,1093,59,S0
381,465,57,S0
771,712,48,S0
376,239,46,S0
290,840,48,S0
381,664,46,S0
254,479,46,S0
290,311,48,S0
755,1048,72,S0
362,159,46,S0
317,816,60,S0
177,567,48,S0
431,866,15,S0
256,388,48,S0
717,722,15,S0
457,152,15,S0
787,632,48,S0
341,248,46,S0
954,977,82,S0
988,1131,69,S0
261,1225,72,S0
140,503,69,S0
1204,251,48,S0
257,311,48,S0
353,28,46,S0
441,7,46,S0
1056,754,46,S0
454,363,48,S0
166,469,60,S0
254,9,48,S0
971,623,48,S0
399,581,36,S0
461,90,48,S0
363,1180,13,S0
536,7,46,S0
73,616,36,S0
293,702,48,S0
208,1010,3,S0
564,936,72,S0
225,25,46,S0
997,97,46,S0
6,353,7,S0
478,825,71,S0
765,217,74,S0
162,1321,46,S0
407,809,3,S0
814,540,48,S0
29,25,72,S0
565,107,72,S0
89,426,72,S0
526,1055,72,S0
333,75,46,S0
61,1123,48,S0
784,1169,48,S0
38,1004,48,S0
99,778,9,S0
804,977,28,S0
232,256,3,S0
93,12,66,S0
573,622,48,S0
1133,540,46,S0
199,791,48,S0
144,102,48,S0
210,759,48,S0
257,245,48,S0
704,1223,46,S0
467,176,74,S0
753,1102,3,S0
151,189,48,S0
232,744,3,S0
891,1242,14,S0
428,137,59,S0
373,130,48,S0
504,25,46,S0
606,447,8,S0
204,1024,3,S0
380,1068,48,S0
244,483,48,S0
1,573,48,S0
570,239,46,S0
452,580,59,S0
878,541,46,S0
153,263,5,S0
267,805,46,S0
280,837,46,S0
629,402,48,S0
487,420,48,S0
193,49,3,S0
817,1006,48,S0
1103,215,69,S0
733,79,74,S0
497,1014,63,S0
547,1181,48,S0
474,525,48,S0
473,417,46,S0
472,497,54,S0
189,1186,15,S0
416,315,48,S0
1123,1095,72,S0
900,696,46,S0
799,1290,72,S0
548,316,48,S0
928,1055,46,S0
258,829,19,S0
193,126,3,S0
345,480,69,S0
437,609,71,S0
58,585,1,S0
624,971,46,S0
106,538,48,S0
176,1121,15,S0
178,1005,8,S0
165,745,48,S0
634,958,69,S0
235,306,56,S0
257,656,48,S0
204,429,3,S0
490,280,48,S0
220,914,53,S0
720,457,19,S0
1147,623,72,S0
530,1070,48,S0
428,758,59,S0
430,1218,46,S0
1110,1004,48,S0
165,1225,72,S0
261,323,46,S0
500,1083,5,S0
696,533,46,S0
1,1469,69,S0
258,903,46,S0
829,760,48,S0
451,695,48,S0
819,75,46,S0
327,856,72,S0
16,1044,48,S0
107,656,48,S0
202,949,48,S0
520,528,46,S0
298,1170,48,S0
999,1150,71,S0
250,583,48,S0
113,575,74,S0
793,1327,46,S0
27,839,36,S0
237,1052,46,S0
440,738,2,S0
177,549,48,S0
115,464,48,S0
443,1098,72,S0
461,562,72,S0
88,492,48,S0
72,277,48,S0
779,118,15,S0
455,1037,70,S0
661,957,8,S0
418,795,48,S0
461,917,72,S0
457,1147,46,S0
686,541,46,S0
1031,382,46,S0
172,675,48,S0
564,1052,72,S0
329,200,48,S0
186,1186,15,S0
16,1149,72,S0
775,627,46,S0
990,502,48,S0
803,77,72,S0
202,1008,15,S0
48,857,19,S0
739,1347,72,S0
525,936,46,S0
3,27,48,S0
121,552,3,S0
94,256,48,S0
810,872,59,S0
42,92,48,S0
779,1026,46,S0
417,788,19,S0
231,73,59,S0
779,284,48,S0
928,1203,48,S0
264,155,74,S0
977,642,59,S0
502,920,29,S0
404,643,46,S0
132,904,48,S0
457,194,15,S0
436,267,74,S0
134,839,36,S0
568,1200,48,S0
151,582,3,S0
246,51,48,S0
313,1028,74,S0
149,1095,72,S0
842,599,39,S0
18,707,46,S0
287,1070,48,S0
944,1077,46,S0
623,852,74,S0
1015,759,48,S0
211,287,59,S0
467,816,74,S0
38,433,46,S0
467,735,74,S0
40,17,72,S0
25,213,48,S0
1156,166,74,S0
363,1166,48,S0
558,335,48,S0
814,976,46,S0
233,1055,72,S0
132,116,48,S0
453,700,48,S0
121,218,3,S0
40,21,72,S0
521,489,48,S0
913,646,48,S0
457,1085,72,S0
867,1287,46,S0
1093,168,59,S0
755,489,67,S0
257,319,48,S0
568,234,48,S0
938,176,48,S0
291,410,48,S0
1064,1238,69,S0
944,938,46,S0
458,214,48,S0
897,592,2,S0
561,711,48,S0
595,818,46,S0
313,817,74,S0
790,679,48,S0
777,366,5,S0
46,113,72,S0
183,487,15,S0
604,1256,59,S0
973,2,5,S0
613,1215,48,S0
115,632,48,S0
811,34,53,S0
359,99,15,S0
492,1032,72,S0
1205,219,74,S0
141,375,48,S0
603,214,46,S0
567,1182,72,S0
38,452,72,S0
760,258,48,S0
61,807,46,S0
146,34,53,S0
13,528,46,S0
101,304,8,S0
407,840,48,S0
298,78,48,S0
278,564,48,S0
262,468,15,S0
679,851,46,S0
984,354,71,S0
211,452,59,S0
73,456,36,S0
62,911,48,S0
837,277,74,S0
899,297,59,S0
773,278,48,S0
57,1186,15,S0
253,107,72,S0
190,503,69,S0
26,320,48,S0
599,962,71,S0
532,743,48,S0
191,669,74,S0
780,707,46,S0
387,763,57,S0
214,248,46,S0
582,683,19,S0
742,392,46,S0
938,830,48,S0
726,1063,74,S0
0,1347,72,S0
194,702,48,S0
63,274,60,S0
426,726,46,S0
220,1181,48,S0
380,493,48,S0
149,214,46,S0
953,479,72,S0
523,920,48,S0
963,406,72,S0
209,1149,72,S0
860,525,48,S0
419,45,59,S0
564,590,72,S0
394,567,48,S0
8,809,46,S0
998,936,74,S0
531,1225,72,S0
459,67,69,S0
1077,2,48,S0
568,885,46,S0
581,838,48,S0
472,924,72,S0
568,60,48,S0
156,502,48,S0
452,528,67,S0
1100,211,46,S0
1006,762,53,S0
326,1079,72,S0
748,634,46,S0
446,693,48,S0
26,929,48,S0
102,128,48,S0
750,557,2,S0
313,827,3,S0
1117,1158,48,S0
456,982,46,S0
158,199,71,S0
409,851,19,S0
779,528,46,S0
1033,573,71,S0
46,323,48,S0
311,367,48,S0
335,1251,48,S0
107,588,48,S0
387,276,48,S0
4,1053,72,S0
899,910,48,S0
247,1087,74,S0
151,891,3,S0
105,1251,15,S0
1040,113,72,S0
411,979,48,S0
76,290,15,S0
1055,1310,69,S0
84,903,46,S0
572,923,48,S0
1008,533,19,S0
361,220,72,S0
611,517,74,S0
621,1040,46,S0
1046,633,48,S0
107,116,59,S0
301,528,67,S0
1003,430,72,S0
1206,1272,0,S0
795,168,59,S0
199,1055,72,S0
267,493,48,S0
493,469,48,S0
1207,936,46,S0
722,104,48,S0
564,771,46,S0
816,768,48,S0
250,973,72,S0
1117,1275,48,S0
664,48,19,S0
63,1094,60,S0
611,56,72,S0
274,803,59,S0
216,442,11,S0
1020,1259,48,S0
456,643,46,S0
656,773,48,S0
374,1150,48,S0
989,541,46,S0
769,1192,48,S0
350,1223,46,S0
586,378,67,S0
64,929,48,S0
333,936,46,S0
356,760,48,S0
780,903,46,S0
513,971,71,S0
358,489,5,S0
41,363,48,S0
710,234,48,S0
201,533,46,S0
821,971,46,S0
382,325,19,S0
1158,748,72,S0
323,995,74,S0
1118,1238,69,S0
771,533,46,S0
236,1271,5,S0
155,23,46,S0
596,886,75,S0
328,315,24,S0
171,911,46,S0
290,1347,72,S0
4,105,3,S0
133,355,69,S0
445,1109,74,S0
407,550,3,S0
30,84,7,S0
479,30,59,S0
374,1050,69,S0
468,163,48,S0
1132,325,48,S0
1158,565,48,S0
673,1017,72,S0
237,887,46,S0
364,43,69,S0
231,677,48,S0
269,621,5,S0
471,241,8,S0
406,661,69,S0
121,565,3,S0
694,198,59,S0
183,637,15,S0
21,809,46,S0
472,1115,72,S0
335,409,48,S0
745,678,31,S0
310,520,48,S0
308,1055,72,S0
979,905,46,S0
93,716,66,S0
977,791,69,S0
327,767,8,S0
272,371,48,S0
991,751,71,S0
979,1147,72,S0
107,695,15,S0
1208,1055,46,S0
705,593,74,S0
956,642,72,S0
431,192,15,S0
76,463,59,S0
387,458,15,S0
106,3,48,S0
121,241,3,S0
15,476,71,S0
144,552,48,S0
134,872,59,S0
510,312,59,S0
40,326,72,S0
497,226,46,S0
973,42,5,S0
445,77,72,S0
1209,404,33,S0
364,416,48,S0
47,221,48,S0
744,192,48,S0
113,931,74,S0
232,149,3,S0
888,707,72,S0
520,541,46,S0
281,583,46,S0
525,730,72,S0
891,1228,14,S0
467,160,74,S0
482,100,82,S0
924,794,1,S0
26,707,46,S0
15,627,72,S0
688,1004,48,S0
851,1287,46,S0
476,25,46,S0
752,864,69,S0
912,1068,48,S0
585,52,48,S0
27,386,48,S0
46,1239,46,S0
490,879,69,S0
571,1040,46,S0
185,298,48,S0
642,329,48,S0
958,676,46,S0
8,1098,46,S0
304,1246,13,S0
228,903,46,S0
769,302,18,S0
256,382,46,S0
713,825,82,S0
156,884,48,S0
492,867,48,S0
202,774,48,S0
891,1095,72,S0
549,558,48,S0
380,1170,48,S0
827,707,46,S0
423,224,36,S0
877,643,46,S0
779,532,15,S0
623,204,74,S0
767,528,46,S0
95,632,48,S0
353,7,46,S0
453,809,72,S0
76,1310,69,S0
150,630,48,S0
973,793,5,S0
501,81,1,S0
387,743,15,S0
532,676,48,S0
767,936,46,S0
540,345,19,S0
224,982,46,S0
96,303,46,S0
481,363,48,S0
767,1192,26,S0
41,1223,46,S0
411,965,48,S0
525,1099,46,S0
134,426,54,S0
243,523,48,S0
165,1079,72,S0
17,430,72,S0
27,540,46,S0
264,1052,74,S0
515,994,48,S0
258,346,63,S0
253,1307,72,S0
151,584,74,S0
644,312,59,S0
605,1061,71,S0
18,1110,48,S0
533,1232,8,S0
914,920,29,S0
795,1026,59,S0
182,561,82,S0
602,947,46,S0
502,317,68,S0
76,936,46,S0
583,1134,48,S0
651,1130,48,S0
743,771,46,S0
208,570,3,S0
931,936,72,S0
1086,772,69,S0
971,802,48,S0
767,1223,46,S0
204,807,72,S0
442,430,46,S0
412,726,19,S0
590,165,76,S0
412,633,19,S0
779,314,48,S0
710,176,48,S0
602,514,48,S0
809,1077,46,S0
816,240,48,S0
672,160,46,S0
408,593,48,S0
467,757,74,S0
21,1040,46,S0
121,617,3,S0
643,7,46,S0
204,574,3,S0
502,768,48,S0
491,238,48,S0
208,152,3,S0
268,900,46,S0
1131,947,74,S0
1100,282,46,S0
526,663,46,S0
109,282,48,S0
355,961,72,S0
240,825,48,S0
502,816,48,S0
799,214,48,S0
227,413,39,S0
98,638,48,S0
4,429,3,S0
164,936,46,S0
586,149,48,S0
1174,406,72,S0
70,803,69,S0
529,159,46,S0
552,794,72,S0
397,604,48,S0
178,352,8,S0
445,927,72,S0
1065,1055,72,S0
270,328,70,S0
164,1149,72,S0
31,1374,72,S0
163,216,3,S0
1210,1058,66,S0
470,293,48,S0
621,92,5,S0
656,472,59,S0
536,1276,8,S0
180,160,48,S0
576,489,36,S0
356,258,46,S0
403,1085,72,S0
173,383,48,S0
652,13,15,S0
497,1073,46,S0
655,102,48,S0
241,455,84,S0
85,144,48,S0
402,30,59,S0
102,187,48,S0
441,471,8,S0
129,89,24,S0
265,748,46,S0
274,1085,48,S0
626,965,2,S0
842,1456,48,S0
585,686,48,S0
675,200,71,S0
364,1015,48,S0
618,621,5,S0
348,1044,48,S0
492,586,59,S0
65,946,72,S0
70,1181,48,S0
538,533,72,S0
397,159,46,S0
346,710,48,S0
486,334,48,S0
288,125,61,S0
131,134,69,S0
369,249,69,S0
330,502,48,S0
1,693,48,S0
588,787,59,S0
313,327,74,S0
611,785,72,S0
257,884,48,S0
73,1077,72,S0
204,1098,46,S0
583,868,48,S0
525,410,48,S0
787,446,48,S0
654,659,48,S0
273,172,82,S0
587,696,46,S0
276,1333,48,S0
630,1159,46,S0
201,385,9,S0
25,507,48,S0
398,1393,46,S0
173,148,69,S0
678,73,48,S0
143,633,36,S0
341,710,48,S0
77,568,48,S0
482,60,70,S0
686,716,46,S0
1017,376,69,S0
209,1310,8,S0
411,552,69,S0
186,837,46,S0
733,716,74,S0
990,89,53,S0
134,661,48,S0
61,936,46,S0
803,914,48,S0
16,821,72,S0
447,1048,46,S0
947,1252,72,S0
896,306,48,S0
395,388,48,S0
252,576,59,S0
296,178,46,S0
423,1472,48,S0
737,1075,19,S0
904,630,48,S0
377,779,71,S0
34,647,59,S0
604,528,67,S0
683,406,72,S0
366,525,48,S0
409,1043,69,S0
421,695,48,S0
146,119,53,S0
219,44,71,S0
431,246,15,S0
346,656,48,S0
487,66,48,S0
277,1105,72,S0
370,1147,72,S0
72,176,48,S0
415,1347,72,S0
997,229,46,S0
151,1077,46,S0
256,956,48,S0
883,41,19,S0
204,404,3,S0
21,896,48,S0
333,1233,46,S0
774,388,48,S0
491,727,46,S0
570,582,46,S0
407,19,74,S0
359,714,48,S0
949,1105,72,S0
1001,270,48,S0
151,1082,74,S0
633,1015,72,S0
734,694,9,S0
100,571,69,S0
228,1232,48,S0
134,285,48,S0
767,817,48,S0
78,148,48,S0
331,580,59,S0
523,773,48,S0
29,409,32,S0
267,1170,48,S0
604,616,48,S0
751,1165,48,S0
59,328,46,S0
625,1182,72,S0
115,659,69,S0
47,688,48,S0
262,256,15,S0
565,364,72,S0
581,1058,66,S0
1000,113,72,S0
387,303,46,S0
1150,803,69,S0
1211,711,57,S0
50,221,48,S0
73,1085,72,S0
102,564,48,S0
520,217,46,S0
151,411,3,S0
121,701,3,S0
4,66,74,S0
48,164,15,S0
222,339,48,S0
231,78,48,S0
1212,711,57,S0
432,904,48,S0
398,903,72,S0
380,1011,72,S0
252,803,59,S0
54,78,48,S0
548,751,56,S0
328,1238,69,S0
173,972,48,S0
367,1221,15,S0
931,134,50,S0
1033,339,71,S0
426,856,72,S0
890,684,74,S0
527,624,5,S0
470,759,48,S0
412,768,19,S0
574,541,46,S0
296,211,46,S0
626,196,2,S0
896,381,74,S0
191,1065,74,S0
816,663,46,S0
126,789,46,S0
647,884,59,S0
1213,724,23,S0
737,418,19,S0
149,456,48,S0
344,768,19,S0
841,580,59,S0
808,13,48,S0
110,614,48,S0
701,663,46,S0
1050,1195,46,S0
166,78,46,S0
679,119,24,S0
599,793,71,S0
481,920,29,S0
363,1008,15,S0
685,406,72,S0
666,302,24,S0
714,898,69,S0
662,763,57,S0
752,1422,69,S0
475,312,59,S0
1004,606,69,S0
1022,1149,46,S0
921,720,48,S0
393,419,48,S0
454,100,48,S0
550,7,46,S0
417,522,72,S0
224,1363,81,S0
352,67,48,S0
458,1170,48,S0
121,461,3,S0
205,533,19,S0
1036,345,48,S0
162,463,24,S0
738,376,69,S0
361,407,72,S0
53,901,46,S0
387,579,48,S0
204,855,72,S0
348,97,48,S0
129,505,36,S0
802,928,72,S0
46,150,48,S0
293,774,48,S0
701,248,46,S0
253,1028,72,S0
56,226,46,S0
794,50,48,S0
10,367,48,S0
1214,413,74,S0
718,1073,46,S0
303,718,10,S0
710,78,48,S0
13,447,46,S0
340,106,74,S0
527,698,74,S0
896,879,59,S0
651,489,56,S0
1174,714,46,S0
603,486,36,S0
585,711,57,S0
275,1195,74,S0
325,30,63,S0
556,371,48,S0
695,1095,72,S0
163,469,48,S0
264,444,74,S0
590,335,48,S0
847,525,56,S0
924,1011,72,S0
1127,1049,59,S0
1019,811,48,S0
825,452,59,S0
379,767,48,S0
573,228,48,S0
323,1054,74,S0
191,772,69,S0
1215,922,48,S0
16,37,48,S0
487,99,15,S0
755,1352,80,S0
493,1052,46,S0
169,561,82,S0
1105,707,72,S0
493,1200,48,S0
169,1131,74,S0
420,325,48,S0
457,26,15,S0
1015,234,48,S0
110,148,48,S0
610,1262,75,S0
984,244,71,S0
485,803,59,S0
1007,14,48,S0
895,1225,72,S0
943,60,70,S0
633,375,48,S0
557,467,48,S0
388,73,46,S0
679,325,46,S0
139,44,5,S0
1216,1225,72,S0
733,220,74,S0
275,148,82,S0
891,656,14,S0
392,563,48,S0
994,760,48,S0
733,641,74,S0
578,1073,46,S0
509,667,59,S0
27,692,59,S0
914,339,36,S0
1028,1480,48,S0
621,180,5,S0
443,492,63,S0
649,798,57,S0
174,829,48,S0
102,803,48,S0
355,501,72,S0
1217,763,57,S0
31,111,72,S0
262,406,72,S0
216,707,46,S0
618,153,5,S0
75,1011,72,S0
604,847,48,S0
412,533,19,S0
475,1271,52,S0
118,248,19,S0
57,1215,48,S0
6,160,7,S0
304,686,13,S0
1072,76,46,S0
366,516,48,S0
511,798,57,S0
625,226,46,S0
252,134,59,S0
136,48,46,S0
549,1170,48,S0
329,1213,48,S0
829,507,48,S0
274,630,48,S0
173,1292,48,S0
1218,1275,48,S0
599,131,71,S0
386,560,48,S0
745,971,46,S0
734,73,9,S0
458,311,48,S0
317,60,70,S0
959,696,72,S0
867,905,46,S0
779,323,15,S0
217,325,72,S0
902,1149,46,S0
183,687,15,S0
427,727,72,S0
326,386,48,S0
331,692,59,S0
336,465,57,S0
245,348,48,S0
572,719,26,S0
354,1469,69,S0
858,364,72,S0
220,102,48,S0
272,722,15,S0
163,12,48,S0
1137,1395,20,S0
1017,303,46,S0
20,213,48,S0
169,1010,48,S0
27,955,48,S0
536,1085,72,S0
120,576,24,S0
166,30,59,S0
226,258,46,S0
717,409,48,S0
274,661,48,S0
139,244,5,S0
18,765,46,S0
423,887,46,S0
475,385,59,S0
394,32,48,S0
371,325,48,S0
1014,613,19,S0
866,320,48,S0
18,523,48,S0
43,176,48,S0
621,1135,11,S0
160,350,19,S0
278,695,48,S0
73,190,36,S0
765,1347,72,S0
958,1085,72,S0
620,1048,46,S0
232,540,3,S0
121,441,3,S0
350,25,46,S0
149,314,48,S0
28,1361,19,S0
637,50,48,S0
65,643,72,S0
419,817,74,S0
497,319,63,S0
191,153,74,S0
70,921,69,S0
215,698,74,S0
387,576,48,S0
185,168,59,S0
559,72,48,S0
430,939,46,S0
184,134,48,S0
125,683,48,S0
725,1233,46,S0
188,651,5,S0
4,47,74,S0
416,661,48,S0
164,224,48,S0
717,418,46,S0
304,590,46,S0
1219,837,72,S0
630,310,48,S0
6,240,7,S0
126,799,48,S0
3,562,46,S0
446,838,48,S0
972,404,33,S0
594,315,48,S0
743,420,48,S0
910,607,69,S0
76,16,15,S0
204,551,3,S0
626,923,2,S0
373,239,46,S0
235,44,56,S0
34,1074,24,S0
940,726,46,S0
193,95,59,S0
69,49,59,S0
479,751,8,S0
959,560,72,S0
938,1206,48,S0
225,1182,72,S0
490,467,48,S0
625,707,46,S0
343,803,56,S0
753,108,74,S0
363,426,72,S0
345,696,46,S0
745,229,46,S0
9,897,66,S0
240,912,48,S0
407,394,3,S0
800,2,48,S0
649,837,72,S0
423,201,48,S0
262,341,15,S0
926,671,48,S0
633,936,46,S0
87,701,46,S0
336,1048,46,S0
160,859,19,S0
401,104,48,S0
946,642,74,S0
25,637,48,S0
771,774,48,S0
329,334,48,S0
272,851,46,S0
621,1214,11,S0
411,1449,48,S0
169,1203,48,S0
783,309,66,S0
74,401,70,S0
118,1301,69,S0
630,851,46,S0
672,794,69,S0
293,1009,48,S0
678,315,48,S0
95,805,72,S0
167,42,5,S0
580,119,59,S0
513,70,71,S0
191,1082,74,S0
243,1215,48,S0
1,190,48,S0
4,441,3,S0
50,1016,46,S0
436,701,74,S0
732,84,48,S0
656,264,59,S0
1220,708,23,S0
376,418,46,S0
87,464,72,S0
140,297,69,S0
186,350,19,S0
747,1276,69,S0
212,91,48,S0
87,863,66,S0
662,1086,19,S0
1174,268,72,S0
442,325,46,S0
241,533,46,S0
75,46,19,S0
55,982,46,S0
574,696,46,S0
940,582,19,S0
191,620,74,S0
1072,1393,46,S0
946,1340,27,S0
51,1085,72,S0
354,284,48,S0
447,1327,46,S0
476,719,26,S0
233,250,48,S0
1014,12,19,S0
779,468,15,S0
81,331,69,S0
11,119,59,S0
419,621,3,S0
193,326,3,S0
926,847,5,S0
266,773,48,S0
847,869,48,S0
70,1192,26,S0
323,226,46,S0
310,568,48,S0
306,632,48,S0
177,395,48,S0
137,644,59,S0
851,908,48,S0
393,630,48,S0
284,1017,72,S0
652,1068,15,S0
55,972,48,S0
612,754,46,S0
18,1357,72,S0
268,25,46,S0
547,905,46,S0
431,499,15,S0
596,1085,46,S0
102,63,68,S0
266,1068,48,S0
949,908,48,S0
1139,1225,72,S0
577,632,20,S0
711,837,72,S0
836,1182,72,S0
1,738,48,S0
57,293,48,S0
562,46,19,S0
78,30,63,S0
654,155,46,S0
540,938,19,S0
814,900,48,S0
633,310,48,S0
593,36,36,S0
1186,1179,48,S0
118,686,19,S0
11,168,59,S0
752,447,69,S0
65,857,48,S0
294,1130,48,S0
1084,429,19,S0
398,533,72,S0
550,643,46,S0
793,680,48,S0
127,1218,72,S0
502,458,48,S0
62,336,48,S0
44,764,26,S0
524,69,48,S0
779,562,15,S0
246,637,48,S0
407,801,3,S0
1111,113,72,S0
49,159,46,S0
58,1206,81,S0
547,327,48,S0
137,465,53,S0
965,146,48,S0
742,25,46,S0
829,759,48,S0
690,7,46,S0
15,714,72,S0
820,724,74,S0
296,305,46,S0
322,44,72,S0
15,360,71,S0
172,1070,48,S0
762,94,48,S0
810,850,59,S0
875,1017,69,S0
210,799,48,S0
693,856,5,S0
586,259,48,S0
526,447,72,S0
204,364,3,S0
1010,714,46,S0
366,962,48,S0
232,931,3,S0
158,670,72,S0
191,157,74,S0
127,1079,72,S0
325,1044,48,S0
299,480,75,S0
1166,667,48,S0
637,497,48,S0
191,376,74,S0
194,710,48,S0
78,717,26,S0
234,469,48,S0
126,946,46,S0
877,579,59,S0
62,693,48,S0
61,553,48,S0
765,905,46,S0
688,250,48,S0
542,551,46,S0
22,750,20,S0
16,1016,46,S0
208,418,74,S0
993,198,48,S0
672,217,46,S0
411,316,48,S0
239,245,48,S0
140,100,69,S0
38,857,48,S0
705,835,72,S0
78,865,15,S0
901,282,46,S0
1089,1033,74,S0
363,977,48,S0
48,97,46,S0
604,134,48,S0
794,726,46,S0
276,660,59,S0
526,1167,5,S0
576,98,59,S0
976,1147,72,S0
705,929,74,S0
273,317,48,S0
419,977,59,S0
743,830,48,S0
885,48,19,S0
576,609,36,S0
752,178,69,S0
335,1121,15,S0
453,1195,46,S0
613,1077,46,S0
249,714,8,S0
402,48,48,S0
419,1009,48,S0
956,664,46,S0
869,345,48,S0
147,634,46,S0
605,904,75,S0
277,855,72,S0
479,60,8,S0
760,1004,48,S0
559,371,48,S0
535,169,48,S0
226,905,46,S0
1088,265,48,S0
641,664,46,S0
1102,1055,46,S0
593,889,48,S0
417,348,48,S0
407,130,48,S0
779,1195,46,S0
86,1127,59,S0
107,1015,15,S0
388,232,46,S0
257,186,48,S0
790,1088,48,S0
1115,105,48,S0
274,810,59,S0
829,277,48,S0
702,241,48,S0
390,548,36,S0
614,714,46,S0
174,40,46,S0
204,1474,74,S0
36,489,48,S0
9,912,48,S0
183,163,15,S0
446,134,69,S0
617,239,46,S0
460,642,48,S0
1139,541,46,S0
585,1448,63,S0
835,929,48,S0
568,1182,72,S0
847,1156,72,S0
734,956,9,S0
151,823,74,S0
664,703,19,S0
353,393,48,S0
356,396,48,S0
78,500,72,S0
73,410,36,S0
287,877,59,S0
87,248,72,S0
556,1016,46,S0
896,831,59,S0
44,1165,48,S0
153,737,5,S0
313,419,74,S0
546,84,48,S0
350,825,82,S0
13,912,48,S0
718,1015,46,S0
996,541,46,S0
186,904,48,S0
424,328,46,S0
921,1001,48,S0
225,936,46,S0
16,452,72,S0
515,21,59,S0
993,100,48,S0
395,53,15,S0
1095,1159,46,S0
456,1153,66,S0
121,557,74,S0
281,97,46,S0
98,843,48,S0
31,529,72,S0
785,541,46,S0
346,687,48,S0
513,1187,56,S0
247,1220,74,S0
374,1019,48,S0
596,276,24,S0
787,134,55,S0
474,1292,48,S0
492,15,46,S0
134,376,69,S0
28,696,46,S0
142,582,46,S0
744,677,48,S0
1221,1037,1,S0
274,463,59,S0
156,98,48,S0
658,433,46,S0
725,936,46,S0
177,1251,48,S0
687,311,48,S0
499,929,48,S0
73,910,36,S0
77,454,48,S0
467,237,74,S0
66,912,48,S0
355,937,69,S0
896,527,48,S0
492,206,48,S0
454,250,48,S0
584,1318,33,S0
137,80,36,S0
375,278,48,S0
417,911,72,S0
527,483,48,S0
164,234,48,S0
145,540,46,S0
382,837,72,S0
209,1147,46,S0
221,1048,46,S0
119,806,48,S0
652,373,15,S0
135,417,46,S0
1072,282,46,S0
424,25,46,S0
358,411,5,S0
484,872,48,S0
52,493,48,S0
201,1149,72,S0
633,976,46,S0
583,198,59,S0
15,608,72,S0
938,1251,48,S0
603,354,36,S0
193,710,48,S0
472,480,72,S0
560,1055,46,S0
407,1098,74,S0
428,831,59,S0
488,905,46,S0
1003,325,72,S0
52,997,48,S0
640,216,69,S0
194,218,48,S0
168,291,48,S0
34,582,46,S0
382,761,19,S0
247,867,69,S0
746,185,48,S0
12,400,72,S0
652,865,15,S0
328,1307,48,S0
703,418,19,S0
431,1392,48,S0
572,738,48,S0
668,1223,46,S0
558,250,48,S0
156,956,48,S0
40,461,72,S0
690,178,46,S0
418,714,46,S0
172,1310,69,S0
829,564,48,S0
317,1004,60,S0
461,145,72,S0
62,1209,48,S0
235,325,46,S0
24,532,48,S0
711,180,72,S0
233,899,48,S0
313,578,74,S0
232,456,3,S0
694,660,59,S0
902,465,57,S0
1010,1195,46,S0
370,560,72,S0
720,110,48,S0
96,239,46,S0
805,165,76,S0
45,94,59,S0
500,55,5,S0
216,805,5,S0
251,159,46,S0
112,1186,15,S0
553,1077,46,S0
823,676,46,S0
56,276,53,S0
200,309,46,S0
221,418,46,S0
455,423,70,S0
400,856,72,S0
641,1073,46,S0
17,53,15,S0
388,1016,19,S0
585,586,59,S0
883,48,19,S0
34,190,36,S0
746,53,84,S0
526,985,52,S0
4,387,3,S0
687,130,48,S0
479,429,19,S0
994,654,31,S0
856,1292,46,S0
857,1221,15,S0
1044,189,48,S0
422,1184,48,S0
97,1098,46,S0
286,260,48,S0
744,91,48,S0
1084,1361,19,S0
229,102,48,S0
327,696,46,S0
95,566,48,S0
75,457,19,S0
1029,660,48,S0
37,664,46,S0
5,410,48,S0
661,1192,8,S0
87,1299,72,S0
95,586,48,S0
903,463,53,S0
687,994,48,S0
174,911,46,S0
679,955,48,S0
236,173,5,S0
175,172,82,S0
647,427,59,S0
419,396,48,S0
541,1073,46,S0
52,1068,48,S0
973,728,48,S0
841,1062,69,S0
183,939,72,S0
426,120,84,S0
535,691,48,S0
120,198,24,S0
10,334,48,S0
354,1232,26,S0
240,1462,48,S0
84,765,46,S0
369,533,46,S0
507,121,48,S0
453,654,31,S0
243,1147,46,S0
691,946,46,S0
587,634,46,S0
593,828,46,S0
382,1157,19,S0
1070,914,48,S0
63,75,46,S0
740,721,48,S0
547,390,48,S0
562,26,69,S0
479,1143,8,S0
510,1166,48,S0
1013,423,48,S0
88,320,48,S0
979,988,53,S0
367,406,72,S0
35,885,46,S0
1,1005,26,S0
419,684,74,S0
26,840,48,S0
533,1192,19,S0
546,999,39,S0
151,106,3,S0
113,663,74,S0
705,183,74,S0
73,446,36,S0
539,44,48,S0
11,270,59,S0
556,805,46,S0
403,1008,19,S0
732,173,46,S0
1027,1192,74,S0
398,25,72,S0
457,221,15,S0
1181,416,48,S0
68,157,5,S0
397,1016,46,S0
228,811,48,S0
792,335,48,S0
91,1438,46,S0
